#	Powered by Chinese Virtual Observatory (China-VO): www.china-vo.org 2017-02-28 09:39:52
#	In case of problem: please contact support@lamost.org
#----------------------------------------------------------------------------
#	obsid,long,I8,
#	obsdate,date,A40,
#	lmjd,int,I4,
#	mjd,int,I4,
#	planid,char,A40,
#	spid,int,I2,
#	fiberid,int,I2,
#	class,char,A20,
#	subclass,char,A20,
#	z,double,F21.10,
#	ra,double,F16.10,
#	dec,double,F16.10,
#	teff,double,F10.10,
#	logg,double,F10.10,
#	feh,double,F10.10,
#	rv,double,F10.10,
#----------------------------------------------------------------------------
obsid,obsdate,lmjd,mjd,planid,spid,fiberid,class,subclass,z,ra,dec,teff,logg,feh,rv
160901147,2013-10-02,56568,56567,VB081N11V1,1,147,STAR,F0,7.005E-7,81.3898940000,9.9062723000,6772.28,4.184,-0.031,0.21
160901173,2013-10-02,56568,56567,VB081N11V1,1,173,STAR,F0,0.0000216150,81.2077540000,9.7338780000,6707.50,4.171,-0.061,6.48
160901184,2013-10-02,56568,56567,VB081N11V1,1,184,STAR,A5V,-0.0001375952,81.8822090000,9.2317230000,7988.19,3.996,-0.310,-41.25
160901196,2013-10-02,56568,56567,VB081N11V1,1,196,STAR,F7,0.0000354579,82.0022890000,9.3359710000,6261.46,4.286,-0.003,10.63
160915111,2013-10-02,56568,56567,VB081N11V1,15,111,STAR,F8,-0.0001710517,81.1830360000,12.4116500000,6139.77,4.183,0.049,-51.28
160915126,2013-10-02,56568,56567,VB081N11V1,15,126,STAR,G3,0.0001355938,81.1528480000,12.4926500000,5910.06,4.239,0.115,40.65
160915243,2013-10-02,56568,56567,VB081N11V1,15,243,STAR,F6,0.0001943678,80.3610210000,12.3769190000,6244.71,4.204,-0.005,58.27
160905036,2013-10-02,56568,56567,VB081N11V1,5,36,STAR,F7,0.0000448400,80.6788450000,10.4724230000, , , , 
160905051,2013-10-02,56568,56567,VB081N11V1,5,51,STAR,F8,0.0000250840,80.6341110000,10.8169630000,6233.62,4.057,0.230,7.52
160905063,2013-10-02,56568,56567,VB081N11V1,5,63,STAR,A7V,0.0000476300,80.5763760000,10.8078970000, , , , 
160905120,2013-10-02,56568,56567,VB081N11V1,5,120,STAR,F0,0.0001408975,81.4916830000,10.8170180000,7193.49,3.923,0.066,42.24
160905165,2013-10-02,56568,56567,VB081N11V1,5,165,STAR,F0,0.0001220845,81.1047140000,10.8969840000,6717.85,4.056,0.057,36.60
160910165,2013-10-02,56568,56567,VB081N11V1,10,165,STAR,F5,0.0000223822,79.8247070000,10.4461640000,6377.43,4.203,-0.257,6.71
160910199,2013-10-02,56568,56567,VB081N11V1,10,199,STAR,F6,0.0000114746,79.1103020000,10.4797320000,6379.30,4.224,0.005,3.44
160910218,2013-10-02,56568,56567,VB081N11V1,10,218,STAR,F0,0.0001001359,79.7471250000,10.8783370000,7169.20,4.027,-0.019,30.02
160910220,2013-10-02,56568,56567,VB081N11V1,10,220,STAR,G2,0.0002099452,79.6240020000,10.9609670000,5764.84,4.248,-0.474,62.94
160906007,2013-10-02,56568,56567,VB081N11V1,6,7,STAR,A2V,0.0001107100,82.8340290000,10.7152450000, , , , 
160906013,2013-10-02,56568,56567,VB081N11V1,6,13,STAR,F9,-0.0000208144,82.7289010000,10.6055200000,6088.41,4.437,-0.043,-6.24
160906025,2013-10-02,56568,56567,VB081N11V1,6,25,STAR,G2,-0.0001497703,82.6615460000,10.5769290000,6030.69,3.967,0.340,-44.90
160906081,2013-10-02,56568,56567,VB081N11V1,6,81,STAR,F0,-0.0000339235,82.7005950000,11.2917800000,7085.52,4.142,-0.364,-10.17
160906110,2013-10-02,56568,56567,VB081N11V1,6,110,STAR,G1,0.0000113412,83.3157690000,10.7480200000,6021.12,4.402,-0.023,3.40
160906112,2013-10-02,56568,56567,VB081N11V1,6,112,STAR,A1IV,0.0000471800,83.2623150000,10.6097470000, , , , 
160906160,2013-10-02,56568,56567,VB081N11V1,6,160,STAR,A5V,0.0003185200,83.3903890000,11.0976100000, , , , 
160906174,2013-10-02,56568,56567,VB081N11V1,6,174,STAR,F5,-0.0000280194,83.5468900000,10.8782940000,6673.44,3.930,0.053,-8.40
160906187,2013-10-02,56568,56567,VB081N11V1,6,187,STAR,A7V,-0.0000268500,83.1600370000,11.1190250000, , , , 
160906192,2013-10-02,56568,56567,VB081N11V1,6,192,STAR,A1IV,0.0000675000,82.9704240000,11.0106270000, , , , 
160906230,2013-10-02,56568,56567,VB081N11V1,6,230,STAR,A2V,-0.0000640700,82.8615780000,11.0229470000, , , , 
160906234,2013-10-02,56568,56567,VB081N11V1,6,234,STAR,F5,-0.0001381289,82.8258140000,10.8920890000,6477.03,4.065,-0.014,-41.41
160906236,2013-10-02,56568,56567,VB081N11V1,6,236,STAR,F0,-0.0000609088,82.6678400000,10.9021310000,7316.69,4.022,-0.106,-18.26
49615051,2012-04-08,56026,56025,VB3_176N58_V2,15,51,STAR,F0,0.0000195469,174.8765300000,58.8035960000,7160.30,3.696,0.431,5.86
160909031,2013-10-02,56568,56567,VB081N11V1,9,31,STAR,F5,0.0001278551,82.0223690000,12.1149770000,6531.97,4.054,0.008,38.33
160909057,2013-10-02,56568,56567,VB081N11V1,9,57,STAR,F0,-0.0000686475,81.9224410000,12.6423000000,6725.69,4.200,-0.256,-20.58
160909170,2013-10-02,56568,56567,VB081N11V1,9,170,STAR,G2,-0.0000333231,81.7932200000,12.1937740000,5978.93,4.217,-0.034,-9.99
160909244,2013-10-02,56568,56567,VB081N11V1,9,244,STAR,F0,0.0000943319,82.5618170000,11.6366310000,6891.27,4.045,0.071,28.28
160912024,2013-10-02,56568,56567,VB081N11V1,12,24,STAR,F5,0.0001328919,82.3900900000,13.2742300000,6495.99,4.175,0.044,39.84
160912155,2013-10-02,56568,56567,VB081N11V1,12,155,STAR,A7IV,0.0001604700,82.9450310000,12.9463430000, , , , 
160912159,2013-10-02,56568,56567,VB081N11V1,12,159,STAR,G2,0.0001924998,82.6974700000,12.8543070000,5920.61,4.331,-0.053,57.71
160912213,2013-10-02,56568,56567,VB081N11V1,12,213,STAR,F5,0.0001158802,83.3095310000,12.8042600000,6548.45,4.002,-0.052,34.74
160912249,2013-10-02,56568,56567,VB081N11V1,12,249,STAR,A6IV,0.0000111300,82.0521310000,13.6229070000, , , , 
160911065,2013-10-02,56568,56567,VB081N11V1,11,65,STAR,A5V,0.0001656400,81.3994920000,13.3486900000, , , , 
160911219,2013-10-02,56568,56567,VB081N11V1,11,219,STAR,F9,0.0002994738,81.3817960000,13.8961360000,6052.55,3.962,-0.064,89.78
160913089,2013-10-02,56568,56567,VB081N11V1,13,89,STAR,F0,0.0001498703,83.0767740000,11.6517430000,7079.76,4.121,-0.546,44.93
57301109,2012-10-01,56202,56201,EG211454S070515V02,1,109,STAR,F9,-0.0001171477,318.9550200000,-9.1197500000,4865.53,2.700,0.029,-35.12
26216112,2012-01-04,55931,55930,F5593101,16,112,STAR,F3,-0.0001077746,176.2107208000,59.1979694000,6632.00,4.122,-0.120,-32.31
26105226,2012-01-04,55931,55930,B5593104,5,226,STAR,A2IV,0.0005556700,164.3954370000,26.1461200000, , , , 
57307193,2012-10-01,56202,56201,EG211454S070515V02,7,193,STAR,G3,0.0000260180,320.3172000000,-8.2668300000,5997.11,4.088,-0.291,7.80
57314089,2012-10-01,56202,56201,EG211454S070515V02,14,89,STAR,F0,-0.0000391400,317.2332500000,-6.3296000000, , , , 
57404012,2012-10-01,56202,56201,EG211454S070515V03,4,12,STAR,A2IV,0.0001203600,318.1725200000,-6.8710700000, , , , 
57502066,2012-10-01,56202,56201,EG232011N230528V01,2,66,STAR,F0,0.0000242168,349.2478300000,21.4058100000,6552.59,4.143,0.001,7.26
57413008,2012-10-01,56202,56201,EG211454S070515V03,13,8,STAR,F0,0.0000954327,320.9615800000,-6.5834900000,6350.82,4.122,-0.297,28.61
57504074,2012-10-01,56202,56201,EG232011N230528V01,4,74,STAR,A7V,-0.0001086418,350.6036700000,23.3955300000,7742.27,3.996,-0.302,-32.57
57515066,2012-10-01,56202,56201,EG232011N230528V01,15,66,STAR,A7IV,0.0000255300,348.8384700000,23.8680500000, , , , 
57503016,2012-10-01,56202,56201,EG232011N230528V01,3,16,STAR,F9,-0.0000962332,349.4661300000,22.6337500000,5718.22,4.202,0.171,-28.85
57516017,2012-10-01,56202,56201,EG232011N230528V01,16,17,STAR,A6IV,-0.0000674100,347.7325400000,24.2992000000, , , , 
57516101,2012-10-01,56202,56201,EG232011N230528V01,16,101,STAR,F5,-0.0000161779,349.5033900000,24.8697000000,6489.37,4.174,0.107,-4.85
100907003,2013-01-02,56295,56294,VB056N24V1,7,3,STAR,A1V,-0.0000439700,57.4087600000,22.5349140000, , , , 
100915008,2013-01-02,56295,56294,VB056N24V1,15,8,STAR,F5,-0.0000246170,55.9586450000,25.2689960000,6437.65,4.247,-0.250,-7.38
161203050,2013-10-04,56570,56569,GAC069N36V1,3,50,STAR,A2IV,-0.0000044900,67.9997920000,36.3878520000, , , , 
161203093,2013-10-04,56570,56569,GAC069N36V1,3,93,STAR,A2IV,0.0000521400,67.6682430000,36.7646930000, , , , 
57509108,2012-10-01,56202,56201,EG232011N230528V01,9,108,STAR,F0,-0.0000528200,350.5214800000,24.2859900000, , , , 
57509204,2012-10-01,56202,56201,EG232011N230528V01,9,204,STAR,A2IV,0.0000018900,350.9578200000,23.6045800000, , , , 
57509231,2012-10-01,56202,56201,EG232011N230528V01,9,231,STAR,A7V,-0.0000063300,351.2769200000,23.0597200000, , , , 
140404146,2013-04-02,56385,56384,GAC113N23V1,4,146,STAR,F0,0.0001882636,113.6924900000,22.5921820000,6790.21,4.115,0.025,56.44
140404190,2013-04-02,56385,56384,GAC113N23V1,4,190,STAR,A6IV,-0.0000491800,113.2928700000,22.8500770000, , , , 
57602066,2012-10-01,56202,56201,EG232011N230528V02,2,66,STAR,F0,0.0000116800,349.2528100000,21.4108700000, , , , 
57510152,2012-10-01,56202,56201,EG232011N230528V01,10,152,STAR,F0,-0.0000358581,348.3237900000,22.0834900000,6435.01,4.191,-0.098,-10.75
100904247,2013-01-02,56295,56294,VB056N24V1,4,247,STAR,A5V,-0.0000910296,56.8299940000,24.1407030000,7662.24,4.024,-0.050,-27.29
57501169,2012-10-01,56202,56201,EG232011N230528V01,1,169,STAR,F0,-0.0000456983,349.9479100000,21.2584900000,6895.35,3.843,-0.003,-13.70
100902016,2013-01-02,56295,56294,VB056N24V1,2,16,STAR,F8,0.0001192158,55.2683280000,22.5318130000,5986.17,4.214,-0.459,35.74
161215095,2013-10-04,56570,56569,GAC069N36V1,15,95,STAR,A0III,-0.0001502100,68.0769890000,38.0398580000, , , , 
57513227,2012-10-01,56202,56201,EG232011N230528V01,13,227,STAR,A8III,-0.0000207810,351.6589400000,23.6949400000,7117.96,4.077,-0.022,-6.23
57513240,2012-10-01,56202,56201,EG232011N230528V01,13,240,STAR,F0,-0.0000705488,351.5113500000,23.7257900000,7774.11,3.823,0.102,-21.15
57511022,2012-10-01,56202,56201,EG232011N230528V01,11,22,STAR,F0,-0.0000331229,349.6883200000,25.2120900000,6907.77,4.051,-0.177,-9.93
57511045,2012-10-01,56202,56201,EG232011N230528V01,11,45,STAR,F5,0.0000137400,350.9222100000,25.3003700000, , , , 
57511056,2012-10-01,56202,56201,EG232011N230528V01,11,56,STAR,A1IV,-0.0001016100,350.6732500000,24.9388500000, , , , 
57514227,2012-10-01,56202,56201,EG232011N230528V01,14,227,STAR,A6IV,0.0000179100,347.3904400000,23.5888400000, , , , 
57505059,2012-10-01,56202,56201,EG232011N230528V01,5,59,STAR,F0,0.0000644600,349.4865100000,22.3163700000, , , , 
57505149,2012-10-01,56202,56201,EG232011N230528V01,5,149,STAR,A7V,0.0000729900,350.2038600000,21.9626500000, , , , 
57512034,2012-10-01,56202,56201,EG232011N230528V01,12,34,STAR,A7V,-0.0000256511,351.4144300000,24.9536500000,7637.46,4.043,-0.269,-7.69
57615198,2012-10-01,56202,56201,EG232011N230528V02,15,198,STAR,A2V,-0.0000022200,349.9224900000,23.8252300000, , , , 
140504190,2013-04-02,56385,56384,GAC113N23V2,4,190,STAR,A6IV,-0.0000479900,113.2928700000,22.8500770000, , , , 
250210010,2014-10-05,56936,56935,EG004455N031203V01,10,10,STAR,F0,0.0000193467,9.2944490000,2.8694490000,7142.55,4.076,-0.177,5.80
250210190,2014-10-05,56936,56935,EG004455N031203V01,10,190,STAR,F5,-0.0000495343,9.1418352800,2.1328075000,6335.88,4.128,-0.177,-14.85
250210222,2014-10-05,56936,56935,EG004455N031203V01,10,222,STAR,A2IV,0.0000436300,9.6317020000,2.6671890000, , , , 
250204159,2014-10-05,56936,56935,EG004455N031203V01,4,159,STAR,F0,0.0000686475,10.7100361100,3.3355508300,6804.61,4.036,0.040,20.58
250202079,2014-10-05,56936,56935,EG004455N031203V01,2,79,STAR,F5,0.0000965334,9.7027405600,1.5287025000,6464.87,4.138,-0.226,28.94
250202116,2014-10-05,56936,56935,EG004455N031203V01,2,116,STAR,F5,0.0000540707,10.3629820000,1.0104370000,6367.56,4.042,-0.144,16.21
250202155,2014-10-05,56936,56935,EG004455N031203V01,2,155,STAR,G2,0.0000296205,9.3943880000,1.7270480000,5962.73,4.335,0.011,8.88
250215210,2014-10-05,56936,56935,EG004455N031203V01,15,210,STAR,G2,-0.0001109434,10.8244625000,4.5702566700,5933.82,4.317,-0.058,-33.26
273501101,2014-12-01,56993,56992,EG013501N290602V01,1,101,STAR,A7V,-0.0000099069,24.0894180000,27.2332900000,7633.19,3.936,-0.004,-2.97
273501156,2014-12-01,56993,56992,EG013501N290602V01,1,156,STAR,F0,-0.0000758700,23.5233860000,27.2987620000, , , , 
101103158,2013-01-03,56296,56295,GAC096N02V1,3,158,STAR,F7,0.0001438996,95.7195080000,2.9789620000,6234.05,4.227,-0.106,43.14
101103169,2013-01-03,56296,56295,GAC096N02V1,3,169,STAR,A2IV,0.0000217400,96.0446020000,3.0921160000, , , , 
101115043,2013-01-03,56296,56295,GAC096N02V1,15,43,STAR,A3IV,-0.0000026300,97.1040640000,4.3880597000, , , , 
101108032,2013-01-03,56296,56295,GAC096N02V1,8,32,STAR,A2V,0.0002933100,97.6247240000,2.8894654000, , , , 
101108049,2013-01-03,56296,56295,GAC096N02V1,8,49,STAR,A2IV,0.0003208800,97.4922100000,2.7780180000, , , , 
101106003,2013-01-03,56296,56295,GAC096N02V1,6,3,STAR,A1IV,0.0001879100,98.4105920000,1.9314440000, , , , 
101106039,2013-01-03,56296,56295,GAC096N02V1,6,39,STAR,A0III,0.0001398300,98.4248310000,2.6963450000, , , , 
101104046,2013-01-03,56296,56295,GAC096N02V1,4,46,STAR,F8,0.0001448669,96.6017200000,3.4972430000,6121.52,4.223,-0.111,43.43
101104075,2013-01-03,56296,56295,GAC096N02V1,4,75,STAR,A5V,0.0000365300,97.0707340000,3.1448740000, , , , 
101104087,2013-01-03,56296,56295,GAC096N02V1,4,87,STAR,F5,-0.0000289534,97.1901580000,2.3854960000,6568.31,4.072,0.102,-8.68
101104116,2013-01-03,56296,56295,GAC096N02V1,4,116,STAR,A1IV,-0.0000294500,97.1822550000,2.7245050000, , , , 
101104119,2013-01-03,56296,56295,GAC096N02V1,4,119,STAR,F0,0.0001471685,96.9600450000,2.6511930000,6886.52,4.110,-0.288,44.12
101110115,2013-01-03,56296,56295,GAC096N02V1,10,115,STAR,B6,0.0001016500,94.7210120000,2.4713340000, , , , 
161402096,2013-10-04,56570,56569,KP190808N440210V01,2,96,STAR,F0,-0.0001046391,284.8958072000,42.3250552000,7204.03,3.934,-0.014,-31.37
161402198,2013-10-04,56570,56569,KP190808N440210V01,2,198,STAR,A1V,-0.0003470200,285.2453504000,42.7854251000, , , , 
161402204,2013-10-04,56570,56569,KP190808N440210V01,2,204,STAR,A5V,-0.0000743100,285.3854334000,41.8663865000, , , , 
161402234,2013-10-04,56570,56569,KP190808N440210V01,2,234,STAR,A1IV,-0.0001422700,285.4802711000,42.4887000000, , , , 
101102241,2013-01-03,56296,56295,GAC096N02V1,2,241,STAR,A7IV,0.0001333300,95.7057290000,1.3954670000, , , , 
161406014,2013-10-04,56570,56569,KP190808N440210V01,6,14,STAR,A1IV,-0.0001876900,288.9630787000,43.2021614000, , , , 
161406144,2013-10-04,56570,56569,KP190808N440210V01,6,144,STAR,A1IV,0.0000608400,289.6946129000,43.6259668000, , , , 
101109038,2013-01-03,56296,56295,GAC096N02V1,9,38,STAR,A1V,0.0000927200,97.6975310000,3.6187090000, , , , 
242916178,2014-06-02,56811,56810,HD160847N353259V01,16,178,STAR,F0,-0.0000130090,240.7106870000,37.0907760000,6959.18,3.986,0.157,-3.90
161401152,2013-10-04,56570,56569,KP190808N440210V01,1,152,STAR,B9,-0.0000048500,286.9188667000,42.3061155000, , , , 
242906053,2014-06-02,56811,56810,HD160847N353259V01,6,53,STAR,F3,-0.0001460677,244.6939560000,35.3110970000,6599.02,4.134,-0.263,-43.79
242906080,2014-06-02,56811,56810,HD160847N353259V01,6,80,STAR,F2,-0.0000442640,244.1465850000,35.0207510000,6103.83,3.943,-0.236,-13.27
242906145,2014-06-02,56811,56810,HD160847N353259V01,6,145,STAR,F0,-0.0001507710,244.8145690000,35.1075490000,6631.15,4.134,-0.395,-45.20
242907117,2014-06-02,56811,56810,HD160847N353259V01,7,117,STAR,F0,-0.0001992045,243.4904010000,34.0641810000,6604.92,4.132,-0.257,-59.72
242907178,2014-06-02,56811,56810,HD160847N353259V01,7,178,STAR,F0,-0.0001200497,243.9480920000,34.3551120000,6637.80,4.115,-0.138,-35.99
242908069,2014-06-02,56811,56810,HD160847N353259V01,8,69,STAR,F2,-0.0001794241,243.4985510000,35.1711550000,5967.16,3.952,-0.475,-53.79
242903170,2014-06-02,56811,56810,HD160847N353259V01,3,170,STAR,F4,-0.0001430656,241.0832030000,35.6120640000,6523.65,4.194,-0.212,-42.89
161405066,2013-10-04,56570,56569,KP190808N440210V01,5,66,STAR,A6IV,-0.0000980678,286.3484093000,43.3348790000,8175.60,3.828,-0.091,-29.40
242904009,2014-06-02,56811,56810,HD160847N353259V01,4,9,STAR,F5,-0.0000766530,242.0366740000,35.7842690000,6529.03,4.030,-0.038,-22.98
242904039,2014-06-02,56811,56810,HD160847N353259V01,4,39,STAR,A1IV,0.0000120700,242.0179720000,36.0505950000, , , , 
242904161,2014-06-02,56811,56810,HD160847N353259V01,4,161,STAR,F0,-0.0000472327,241.6039447000,35.5837490000,6858.94,4.146,-0.188,-14.16
101112138,2013-01-03,56296,56295,GAC096N02V1,12,138,STAR,B6,0.0001180200,97.4000490000,4.4688430000, , , , 
101112198,2013-01-03,56296,56295,GAC096N02V1,12,198,STAR,A2V,0.0000207400,98.3003300000,4.6049349000, , , , 
161410246,2013-10-04,56570,56569,KP190808N440210V01,10,246,STAR,A1IV,0.0000016600,284.6324723000,43.6421981000, , , , 
101111009,2013-01-03,56296,56295,GAC096N02V1,11,9,STAR,B6,0.0000866700,96.4070370000,4.8503620000, , , , 
273504022,2014-12-01,56993,56992,EG013501N290602V01,4,22,STAR,F7,-0.0000036692,23.3209700000,29.3805890000,6235.04,4.290,0.038,-1.10
273504143,2014-12-01,56993,56992,EG013501N290602V01,4,143,STAR,F7,0.0000582069,23.6354288900,28.5600127800,6112.23,4.248,-0.402,17.45
101113160,2013-01-03,56296,56295,GAC096N02V1,13,160,STAR,A1V,-0.0000736600,98.2244260000,3.7056530000, , , , 
161411072,2013-10-04,56570,56569,KP190808N440210V01,11,72,STAR,A6IV,-0.0000971339,287.6407563000,45.7510776000,7993.83,3.873,-0.127,-29.12
161412050,2013-10-04,56570,56569,KP190808N440210V01,12,50,STAR,A1V,-0.0000571200,288.7834776000,46.1738631000, , , , 
50513025,2012-04-25,56043,56042,B5604306,13,25,STAR,F0,-0.0004907395,248.9886880000,37.9672514000,6319.02,4.050,-0.740,-147.12
101203158,2013-01-03,56296,56295,GAC096N02V2,3,158,STAR,F7,0.0001391296,95.7195080000,2.9789620000,6232.88,4.226,-0.104,41.71
101203176,2013-01-03,56296,56295,GAC096N02V2,3,176,STAR,A9V,-0.0000253700,96.0829760000,2.8628480000, , , , 
26603174,2012-01-05,55932,55931,B5593202,3,174,STAR,B6,-0.0001988500,46.7738170000,52.1631550000, , , , 
161503196,2013-10-04,56570,56569,VB021N31V1,3,196,STAR,A1V,0.0004669100,20.8678110000,31.7867570000, , , , 
101207109,2013-01-03,56296,56295,GAC096N02V2,7,109,STAR,A1V,0.0000633500,98.0185070000,1.5000300000, , , , 
101207147,2013-01-03,56296,56295,GAC096N02V2,7,147,STAR,A1V,-0.0000037800,98.6372570000,1.4559650000, , , , 
101207247,2013-01-03,56296,56295,GAC096N02V2,7,247,STAR,A1V,0.0000020100,98.0170820000,0.9254866000, , , , 
101208092,2013-01-03,56296,56295,GAC096N02V2,8,92,STAR,A1V,0.0001636800,97.9400380000,2.7832980000, , , , 
101208193,2013-01-03,56296,56295,GAC096N02V2,8,193,STAR,F4,0.0001272547,97.2810030000,1.7495480000,6515.29,4.069,0.043,38.15
101204051,2013-01-03,56296,56295,GAC096N02V2,4,51,STAR,A7V,-0.0000293300,97.1669140000,3.1997500000, , , , 
101210211,2013-01-03,56296,56295,GAC096N02V2,10,211,STAR,F4,0.0002037076,95.3503470000,2.4139600000,6630.41,4.090,-0.074,61.07
101210215,2013-01-03,56296,56295,GAC096N02V2,10,215,STAR,A1V,0.0000830300,95.2289090000,2.3546960000, , , , 
101210223,2013-01-03,56296,56295,GAC096N02V2,10,223,STAR,A2IV,-0.0000258300,95.4281360000,2.3963060000, , , , 
26714164,2012-01-05,55932,55931,B5593204,14,164,STAR,A1V,-0.0000562000,165.8884630000,33.1767390000, , , , 
101206087,2013-01-03,56296,56295,GAC096N02V2,6,87,STAR,A0III,0.0001492100,98.2963880000,2.5124080000, , , , 
161502126,2013-10-04,56570,56569,VB021N31V1,2,126,STAR,A7V,-0.0000822900,20.3155600000,30.2846600000, , , , 
101202071,2013-01-03,56296,56295,GAC096N02V2,2,71,STAR,F0,-0.0000083391,96.3443350000,1.2932732000,6820.15,3.833,0.051,-2.50
101202240,2013-01-03,56296,56295,GAC096N02V2,2,240,STAR,A2V,-0.0000487900,95.9349240000,1.4404559000, , , , 
101209064,2013-01-03,56296,56295,GAC096N02V2,9,64,STAR,F2,-0.0000144767,97.4960540000,3.9331120000,6814.09,4.108,-0.096,-4.34
101209242,2013-01-03,56296,56295,GAC096N02V2,9,242,STAR,A8III,-3.800E-7,98.1757910000,3.0840630000, , , , 
101201022,2013-01-03,56296,56295,GAC096N02V2,1,22,STAR,A0III,0.0000404400,96.9743370000,0.5580860000, , , , 
101201200,2013-01-03,56296,56295,GAC096N02V2,1,200,STAR,A1V,-0.0000348100,97.5311810000,0.7200810000, , , , 
101201221,2013-01-03,56296,56295,GAC096N02V2,1,221,STAR,F4,0.0000204600,96.6193060000,0.6680280000, , , , 
161509079,2013-10-04,56570,56569,VB021N31V1,9,79,STAR,A2V,0.0000337700,22.3783640000,33.4159510000, , , , 
231812108,2014-04-01,56749,56748,VB139N28V1,12,108,STAR,F0,-0.0000678136,141.2519100000,30.1341020000,7259.80,3.822,0.124,-20.33
101205073,2013-01-03,56296,56295,GAC096N02V2,5,73,STAR,F5,0.0001063736,96.2099850000,2.1509960000,6588.26,3.858,0.175,31.89
231805192,2014-04-01,56749,56748,VB139N28V1,5,192,STAR,A5V,0.0000465100,138.4531400000,27.7996670000, , , , 
202403235,2014-01-01,56659,56658,HD104509N022916B01,3,235,STAR,F0,-0.0000192133,159.9850833000,1.9748833000,6909.82,4.162,-0.312,-5.76
101214088,2013-01-03,56296,56295,GAC096N02V2,14,88,STAR,A7V,0.0000456800,95.3057510000,3.6591020000, , , , 
101211019,2013-01-03,56296,56295,GAC096N02V2,11,19,STAR,F0,-0.0000115747,96.3156520000,4.8995680000,6924.61,3.853,0.075,-3.47
101211230,2013-01-03,56296,56295,GAC096N02V2,11,230,STAR,A1V,0.0000163500,96.8572930000,4.7279010000, , , , 
243006062,2014-06-02,56811,56810,KP190339N395439V01,6,62,STAR,A7V,0.0000088800,288.5212540000,39.6157470000, , , , 
243006130,2014-06-02,56811,56810,KP190339N395439V01,6,130,STAR,F0,-0.0001140456,288.8972040000,39.3355500000,7546.69,3.953,-0.006,-34.19
243006202,2014-06-02,56811,56810,KP190339N395439V01,6,202,STAR,B6,-0.0001096300,288.2784130000,38.9891670000, , , , 
243006222,2014-06-02,56811,56810,KP190339N395439V01,6,222,STAR,A6IV,0.0000164500,288.1188672000,38.7477342000, , , , 
243006227,2014-06-02,56811,56810,KP190339N395439V01,6,227,STAR,F0,-0.0001444333,287.8723210000,39.0784220000,6963.80,4.067,0.006,-43.30
243006237,2014-06-02,56811,56810,KP190339N395439V01,6,237,STAR,A7V,-0.0000832200,287.4320226000,39.0460080000, , , , 
231809116,2014-04-01,56749,56748,VB139N28V1,9,116,STAR,F5,0.0000765196,139.9793900000,29.5722920000,6506.94,4.032,-0.120,22.94
231809148,2014-04-01,56749,56748,VB139N28V1,9,148,STAR,F7,0.0000311882,140.6054800000,29.0271280000,6417.45,4.222,0.149,9.35
101212053,2013-01-03,56296,56295,GAC096N02V2,12,53,STAR,A2V,-0.0001061600,97.8646090000,4.7291200000, , , , 
202402026,2014-01-01,56659,56658,HD104509N022916B01,2,26,STAR,F5,-0.0001036717,159.9763208000,1.1153750000,6427.61,4.152,-0.447,-31.08
202404098,2014-01-01,56659,56658,HD104509N022916B01,4,98,STAR,F5,-0.0000347907,161.3864958000,2.1320528000,6453.45,4.248,-0.481,-10.43
231802192,2014-04-01,56749,56748,VB139N28V1,2,192,STAR,F0,-0.0000640109,137.7456700000,27.1981830000,6599.89,4.178,-0.307,-19.19
243009067,2014-06-02,56811,56810,KP190339N395439V01,9,67,STAR,F2,0.0000163780,287.0783420000,41.0228310000,6132.35,3.976,-0.128,4.91
243009159,2014-06-02,56811,56810,KP190339N395439V01,9,159,STAR,F5,-0.0000413619,286.5284290000,40.6656940000,6533.38,4.207,-0.244,-12.40
243009236,2014-06-02,56811,56810,KP190339N395439V01,9,236,STAR,A6IV,0.0000078100,287.4367210000,39.8661500000, , , , 
243001141,2014-06-02,56811,56810,KP190339N395439V01,1,141,STAR,A3IV,-0.0000212147,285.9625755000,38.3580364000,7927.95,3.896,-0.158,-6.36
243003064,2014-06-02,56811,56810,KP190339N395439V01,3,64,STAR,F0,-0.0000310882,284.1859170000,40.1616670000,7135.82,3.862,0.114,-9.32
